"id","baseline","webview_all","webview_android","webview_ios","webview_android_unsupported_compat_features","webview_ios_unsupported_compat_features"
"gamepad-haptics","0 - limited",FALSE,"unsupported","unsupported","api.Gamepad.hapticActuators, api.Gamepad.vibrationActuator, api.GamepadHapticActuator, api.GamepadHapticActuator.effects, api.GamepadHapticActuator.effects.type_trigger-rumble, api.GamepadHapticActuator.playEffect, api.GamepadHapticActuator.playEffect.params_leftTrigger_parameter, api.GamepadHapticActuator.playEffect.params_rightTrigger_parameter, api.GamepadHapticActuator.playEffect.type_trigger-rumble, api.GamepadHapticActuator.pulse, api.GamepadHapticActuator.reset, api.GamepadHapticActuator.secure_context_required","api.Gamepad.hapticActuators, api.Gamepad.vibrationActuator, api.GamepadHapticActuator, api.GamepadHapticActuator.effects, api.GamepadHapticActuator.effects.type_trigger-rumble, api.GamepadHapticActuator.playEffect, api.GamepadHapticActuator.playEffect.params_leftTrigger_parameter, api.GamepadHapticActuator.playEffect.params_rightTrigger_parameter, api.GamepadHapticActuator.playEffect.type_trigger-rumble, api.GamepadHapticActuator.pulse, api.GamepadHapticActuator.reset, api.GamepadHapticActuator.secure_context_required"
"gamepad-touch","0 - limited",FALSE,"supported","unsupported","","api.GamepadButton.touched"
"gamepad-vr","0 - limited",FALSE,"unsupported","unsupported","api.Gamepad.hand, api.Gamepad.pose, api.GamepadPose, api.GamepadPose.angularAcceleration, api.GamepadPose.angularVelocity, api.GamepadPose.hasOrientation, api.GamepadPose.hasPosition, api.GamepadPose.linearAcceleration, api.GamepadPose.linearVelocity, api.GamepadPose.orientation, api.GamepadPose.position, api.GamepadPose.secure_context_required","api.Gamepad.hand, api.Gamepad.pose, api.GamepadPose, api.GamepadPose.angularAcceleration, api.GamepadPose.angularVelocity, api.GamepadPose.hasOrientation, api.GamepadPose.hasPosition, api.GamepadPose.linearAcceleration, api.GamepadPose.linearVelocity, api.GamepadPose.orientation, api.GamepadPose.position, api.GamepadPose.secure_context_required"
"gap-decorations","0 - limited",TRUE,"supported","supported","",""
"generators","2 - widely",TRUE,"supported","supported","",""
"geolocation","2 - widely",FALSE,"partial","partial","api.Permissions.permission_geolocation, html.elements.iframe.allow.geolocation, http.headers.Permissions-Policy.geolocation","api.Permissions.permission_geolocation, html.elements.iframe.allow.geolocation, http.headers.Permissions-Policy.geolocation"
"get-computed-style","2 - widely",TRUE,"supported","supported","",""
"getallrecords","0 - limited",FALSE,"supported","unsupported","","api.IDBIndex.getAllRecords, api.IDBObjectStore.getAllRecords"
"getboxquads","0 - limited",FALSE,"unsupported","unsupported","api.Document.getBoxQuads, api.Element.getBoxQuads, api.Text.getBoxQuads","api.Document.getBoxQuads, api.Element.getBoxQuads, api.Text.getBoxQuads"
"gethtml","1 - newly",TRUE,"supported","supported","",""
"getorinsert","0 - limited",FALSE,"unsupported","unsupported","javascript.builtins.Map.getOrInsert, javascript.builtins.Map.getOrInsertComputed, javascript.builtins.WeakMap.getOrInsert, javascript.builtins.WeakMap.getOrInsertComputed","javascript.builtins.Map.getOrInsert, javascript.builtins.Map.getOrInsertComputed, javascript.builtins.WeakMap.getOrInsert, javascript.builtins.WeakMap.getOrInsertComputed"
"globalthis","2 - widely",TRUE,"supported","supported","",""
"glyph-orientation-vertical","0 - limited",FALSE,"unsupported","supported","css.properties.glyph-orientation-vertical",""
"gpc","0 - limited",FALSE,"unsupported","unsupported","api.Navigator.globalPrivacyControl, api.WorkerNavigator.globalPrivacyControl, http.headers.Sec-GPC","api.Navigator.globalPrivacyControl, api.WorkerNavigator.globalPrivacyControl, http.headers.Sec-GPC"
"gradient-interpolation","1 - newly",TRUE,"supported","supported","",""
"gradients","2 - widely",TRUE,"supported","supported","",""
"grid","2 - widely",TRUE,"supported","supported","",""
"grid-animation","2 - widely",TRUE,"supported","supported","",""
"gyroscope","0 - limited",FALSE,"partial","unsupported","api.Permissions.permission_gyroscope, html.elements.iframe.allow.gyroscope, http.headers.Permissions-Policy.gyroscope","api.Gyroscope, api.Gyroscope.Gyroscope, api.Gyroscope.x, api.Gyroscope.y, api.Gyroscope.z, api.Permissions.permission_gyroscope, html.elements.iframe.allow.gyroscope, http.headers.Permissions-Policy.gyroscope"
"hanging-punctuation","0 - limited",FALSE,"unsupported","supported","css.properties.hanging-punctuation, css.properties.hanging-punctuation.allow-end, css.properties.hanging-punctuation.first, css.properties.hanging-punctuation.last, css.properties.hanging-punctuation.none",""
"hardware-concurrency","2 - widely",TRUE,"supported","supported","",""
"has","1 - newly",TRUE,"supported","supported","",""
"has-slotted","0 - limited",FALSE,"supported","unsupported","","css.selectors.has-slotted"
"hashbang-comments","2 - widely",TRUE,"supported","supported","",""
"hashchange","2 - widely",TRUE,"supported","supported","",""
"head","2 - widely",TRUE,"supported","supported","",""
"header-footer","2 - widely",TRUE,"supported","supported","",""
"heading-selectors","0 - limited",FALSE,"unsupported","unsupported","css.selectors.heading, css.selectors.headingfunction","css.selectors.heading, css.selectors.headingfunction"
"headings","2 - widely",TRUE,"supported","supported","",""
"hgroup","2 - widely",TRUE,"supported","supported","",""
"hidden-until-found","0 - limited",FALSE,"supported","unsupported","","api.Element.beforematch_event, html.global_attributes.hidden.until-found"
"highlight","0 - limited",TRUE,"supported","supported","",""
"highlightsfrompoint","0 - limited",FALSE,"supported","unsupported","","api.HighlightRegistry.highlightsFromPoint"
"history","2 - widely",TRUE,"supported","supported","",""
"host","2 - widely",TRUE,"supported","supported","",""
"host-context","0 - limited",FALSE,"supported","unsupported","","css.selectors.host-context"
"hr","2 - widely",TRUE,"supported","supported","",""
"hsl","2 - widely",TRUE,"supported","supported","",""
"hsts","2 - widely",TRUE,"supported","supported","",""
"html","2 - widely",TRUE,"supported","supported","",""
"html-media-capture","0 - limited",TRUE,"supported","supported","",""
"html-wrapper-methods","0 - limited",TRUE,"supported","supported","",""
"http-authentication","2 - widely",FALSE,"partial","partial","http.headers.Authorization.authorization_removed_cross_origin, http.headers.WWW-Authenticate, http.headers.WWW-Authenticate.Basic, http.headers.WWW-Authenticate.Digest, http.headers.WWW-Authenticate.Digest.SHA-256, http.headers.WWW-Authenticate.Digest.md5, http.headers.WWW-Authenticate.NTLM, http.headers.WWW-Authenticate.Negotiate","http.headers.Authorization.Digest.SHA-256, http.headers.Authorization.Digest.md5, http.headers.Authorization.NTLM, http.headers.Authorization.Negotiate, http.headers.Authorization.authorization_removed_cross_origin, http.headers.WWW-Authenticate, http.headers.WWW-Authenticate.Basic, http.headers.WWW-Authenticate.Digest, http.headers.WWW-Authenticate.Digest.SHA-256, http.headers.WWW-Authenticate.Digest.md5, http.headers.WWW-Authenticate.NTLM, http.headers.WWW-Authenticate.Negotiate"
"http11","2 - widely",FALSE,"partial","partial","http.headers.Trailer, http.headers.Transfer-Encoding, http.headers.User-Agent, http.headers.Vary, http.headers.Via, http.methods.CONNECT, http.methods.DELETE, http.methods.GET, http.methods.HEAD, http.methods.OPTIONS, http.methods.POST, http.methods.PUT","http.headers.Trailer, http.headers.Transfer-Encoding, http.headers.User-Agent, http.headers.Vary, http.headers.Via, http.methods.CONNECT, http.methods.DELETE, http.methods.GET, http.methods.HEAD, http.methods.OPTIONS, http.methods.POST, http.methods.PUT"
"http2","2 - widely",TRUE,"supported","supported","",""
"http3","1 - newly",TRUE,"supported","supported","",""
"hwb","2 - widely",TRUE,"supported","supported","",""
"hyphenate-character","1 - newly",TRUE,"supported","supported","",""
"hyphenate-limit-chars","0 - limited",FALSE,"supported","unsupported","","css.properties.hyphenate-limit-chars, css.properties.hyphenate-limit-chars.auto"
"hyphens","1 - newly",FALSE,"partial","partial","css.properties.hyphens.language_bosnian, css.properties.hyphens.language_bulgarian, css.properties.hyphens.language_catalan, css.properties.hyphens.language_croatian, css.properties.hyphens.language_cyrillic_mongolian, css.properties.hyphens.language_czech, css.properties.hyphens.language_danish, css.properties.hyphens.language_dutch, css.properties.hyphens.language_english, css.properties.hyphens.language_esperanto, css.properties.hyphens.language_estonian, css.properties.hyphens.language_ethiopic_script_mul, css.properties.hyphens.language_ethiopic_script_und, css.properties.hyphens.language_finnish, css.properties.hyphens.language_french, css.properties.hyphens.language_galician, css.properties.hyphens.language_georgian, css.properties.hyphens.language_german_reformed_orthography, css.properties.hyphens.language_german_swiss_orthography, css.properties.hyphens.language_german_traditional_orthography, css.properties.hyphens.language_gujarati, css.properties.hyphens.language_hindi, css.properties.hyphens.language_hungarian, css.properties.hyphens.language_icelandic, css.properties.hyphens.language_interlingua, css.properties.hyphens.language_irish, css.properties.hyphens.language_italian, css.properties.hyphens.language_kannada, css.properties.hyphens.language_kurmanji, css.properties.hyphens.language_latin, css.properties.hyphens.language_latvian, css.properties.hyphens.language_lithuanian, css.properties.hyphens.language_malayalam, css.properties.hyphens.language_marathi, css.properties.hyphens.language_modern_greek, css.properties.hyphens.language_mongolian, css.properties.hyphens.language_norwegian_nn, css.properties.hyphens.language_norwegian_no, css.properties.hyphens.language_old_slavonic, css.properties.hyphens.language_oriya, css.properties.hyphens.language_polish, css.properties.hyphens.language_portuguese, css.properties.hyphens.language_punjabi, css.properties.hyphens.language_russian, css.properties.hyphens.language_slovak, css.properties.hyphens.language_slovenian, css.properties.hyphens.language_spanish, css.properties.hyphens.language_swedish, css.properties.hyphens.language_tamil, css.properties.hyphens.language_telugu, css.properties.hyphens.language_turkish, css.properties.hyphens.language_turkmen, css.properties.hyphens.language_ukrainian, css.properties.hyphens.language_upper_sorbian, css.properties.hyphens.language_welsh","css.properties.hyphens.language_afrikaans, css.properties.hyphens.language_albanian, css.properties.hyphens.language_amharic, css.properties.hyphens.language_armenian, css.properties.hyphens.language_assamese, css.properties.hyphens.language_basque, css.properties.hyphens.language_belarusian, css.properties.hyphens.language_bengali, css.properties.hyphens.language_bosnian, css.properties.hyphens.language_bulgarian, css.properties.hyphens.language_catalan, css.properties.hyphens.language_croatian, css.properties.hyphens.language_cyrillic_mongolian, css.properties.hyphens.language_czech, css.properties.hyphens.language_danish, css.properties.hyphens.language_dutch, css.properties.hyphens.language_english, css.properties.hyphens.language_esperanto, css.properties.hyphens.language_estonian, css.properties.hyphens.language_ethiopic_script_mul, css.properties.hyphens.language_ethiopic_script_und, css.properties.hyphens.language_finnish, css.properties.hyphens.language_french, css.properties.hyphens.language_galician, css.properties.hyphens.language_georgian, css.properties.hyphens.language_german_reformed_orthography, css.properties.hyphens.language_german_swiss_orthography, css.properties.hyphens.language_german_traditional_orthography, css.properties.hyphens.language_gujarati, css.properties.hyphens.language_hindi, css.properties.hyphens.language_hungarian, css.properties.hyphens.language_icelandic, css.properties.hyphens.language_interlingua, css.properties.hyphens.language_irish, css.properties.hyphens.language_italian, css.properties.hyphens.language_kannada, css.properties.hyphens.language_kurmanji, css.properties.hyphens.language_latin, css.properties.hyphens.language_latvian, css.properties.hyphens.language_lithuanian, css.properties.hyphens.language_malayalam, css.properties.hyphens.language_marathi, css.properties.hyphens.language_modern_greek, css.properties.hyphens.language_mongolian, css.properties.hyphens.language_norwegian_nn, css.properties.hyphens.language_norwegian_no, css.properties.hyphens.language_old_slavonic, css.properties.hyphens.language_oriya, css.properties.hyphens.language_polish, css.properties.hyphens.language_portuguese, css.properties.hyphens.language_punjabi, css.properties.hyphens.language_russian, css.properties.hyphens.language_slovak, css.properties.hyphens.language_slovenian, css.properties.hyphens.language_spanish, css.properties.hyphens.language_swedish, css.properties.hyphens.language_tamil, css.properties.hyphens.language_telugu, css.properties.hyphens.language_turkish, css.properties.hyphens.language_turkmen, css.properties.hyphens.language_ukrainian, css.properties.hyphens.language_upper_sorbian, css.properties.hyphens.language_welsh"
